batting_team,game_date,inning_num,score_diff,launch_angle,launch_speed,batted_ball_type,scoring_window,estimated_runner_delay,runner_behavior,total_play_time,runner_time_from_2b,runner_speed,fielder_arm_strength,des
SF,2024-06-30,2,1,23,83.6,line_drive,0.5502821077515971,0.6,halfway,7.420511115385185,6.870229007633588,26.2,89.9,"Tyler Fitzgerald singles on a line drive to right fielder Jason Heyward. Nick Ahmed out at 2nd on the throw, right fielder Jason Heyward to first baseman Freddie Freeman to shortstop Enrique Hernández. David Villar to 3rd."
AZ,2024-05-28,2,1,20,90.1,line_drive,0.5437783913044463,0.6,halfway,7.361960209486265,6.818181818181818,26.4,91.3,Jake McCarthy singles on a line drive to center fielder Leody Taveras. Pavin Smith to 3rd.
CHC,2024-08-26,9,8,19,76.0,line_drive,0.5356926700805182,0.6,halfway,6.873720839094603,6.338028169014085,28.4,,Isaac Paredes singles on a line drive to left fielder Billy McKinney. Seiya Suzuki scores. Cody Bellinger to 3rd.
MIL,2024-03-30,8,4,11,110.2,line_drive,0.5355399073626597,0.4,hesitated,6.6788846172602705,6.143344709897611,29.3,90.1,William Contreras singles on a sharp line drive to center fielder Harrison Bader. Sal Frelick to 3rd.
WSH,2024-07-27,9,7,15,71.8,line_drive,0.5334320553338472,0.6,halfway,6.635126970588084,6.101694915254237,29.5,86.9,Harold Ramírez singles on a line drive to center fielder Michael Siani. Jacob Young scores. Nasim Nuñez to 3rd. Lane Thomas to 2nd.
NYY,2024-07-27,10,0,23,67.5,line_drive,0.532732684860501,1.2,halfway,7.102075750553932,6.569343065693431,27.4,88.2,Juan Soto singles on a line drive to center fielder Jarren Duran. Oswaldo Cabrera to 3rd.
AZ,2024-06-15,2,1,11,88.1,line_drive,0.5302462423277499,0.4,hesitated,6.5705146987035885,6.040268456375839,29.8,85.4,Geraldo Perdomo singles on a line drive to center fielder Luis Robert Jr. Jake McCarthy to 3rd. Eugenio Suárez to 2nd.
CIN,2024-08-08,10,5,14,100.3,line_drive,0.5288657819953713,0.4,hesitated,6.9118445053996265,6.382978723404255,28.2,,Jake Fraley singles on a sharp line drive to right fielder Vidal Bruján. Spencer Steer to 3rd. Jeimer Candelario to 2nd.
ATL,2024-09-06,2,1,16,87.1,line_drive,0.5268329169833548,0.6,halfway,6.978445820209162,6.451612903225807,27.9,90.0,Gio Urshela singles on a line drive to right fielder Nathan Lukes. Travis d'Arnaud scores. Jarred Kelenic to 3rd.
LAA,2024-05-09,9,-7,13,84.3,line_drive,0.5186380039018719,0.4,hesitated,6.768638003901872,6.25,28.8,83.9,Zach Neto singles on a line drive to center fielder Garrett Hampson. Jo Adell to 3rd.
BAL,2024-07-29,4,5,18,84.8,line_drive,0.5095421729282696,0.6,halfway,6.892520896332525,6.382978723404255,28.2,86.8,Ryan Mountcastle singles on a line drive to right fielder George Springer. Colton Cowser to 3rd. Gunnar Henderson to 2nd.
SF,2024-06-16,4,2,16,85.7,line_drive,0.5090419692283925,0.6,halfway,6.983862113113284,6.474820143884892,27.8,86.8,Patrick Bailey singles on a line drive to center fielder Kevin Pillar. Brett Wisely to 3rd. Patrick Bailey to 2nd.
TOR,2024-09-06,9,-2,16,85.3,line_drive,0.507969593680885,0.6,halfway,6.757969593680885,6.25,28.8,,Nathan Lukes singles on a line drive to right fielder Eli White. Joey Loperfido to 3rd.
PHI,2024-05-15,5,0,12,107.4,line_drive,0.5058643392360578,0.4,hesitated,6.485930784418782,5.980066445182724,30.1,91.0,J.T. Realmuto singles on a sharp line drive to right fielder Starling Marte. Cristian Pache scores. Johan Rojas to 3rd. Kyle Schwarber to 2nd.
TEX,2024-06-09,1,0,14,102.2,line_drive,0.5047709437006009,0.4,hesitated,6.820560417384812,6.315789473684211,28.5,89.5,Adolis García singles on a sharp line drive to left fielder Michael Conforto. Marcus Semien to 3rd. Josh Smith to 2nd.
ATL,2024-08-17,1,0,15,98.2,line_drive,0.5042525684245858,0.6,halfway,6.864676596693137,6.360424028268551,28.3,87.6,Austin Riley singles on a line drive to left fielder Taylor Ward. Michael Harris II to 3rd.
CHC,2024-07-04,8,7,36,64.2,fly_ball,0.5030209447141498,2.0647145382081806,halfway,7.790470337426701,7.287449392712551,24.7,,Patrick Wisdom singles on a fly ball to right fielder David Dahl. Tomás Nido to 3rd. Nico Hoerner to 2nd.
